"","Comp1","Comp2","Comp3","Comp4","Comp5","Comp6","Comp7","Comp8","Comp9","Comp10","Comp11","Comp12","Comp13","Comp14","Comp15","Comp16","Comp17","Comp18","Comp19","Comp20","Comp21","Comp22","Comp23","Comp24","Comp25","Comp26","Comp27","Comp28","Comp29","Comp30","Comp31","Comp32","Comp33","Comp34","Comp35","Comp36","Comp37","Comp38","Comp39","Comp40","Comp41","Comp42","Comp43","Comp44","Comp45","Comp46","Comp47","Comp48","Comp49","Comp50"
"Nerodia_rhombifer",0.00794361974174454,0.00231653373387896,-0.0057100754401363,-0.000386838499839742,-0.00244758859966659,-0.00082970851134792,-0.0031074496657252,0.00607574047268589,-0.000534675713562272,-0.0069489056518092,-0.000325673561735825,0.00112400428392254,0.00337538462073006,-0.000598293148323881,-0.00346356320562264,0.00133060484300845,-0.00086730145468425,0.00324654254598747,-0.00118593146445714,0.00277997938672495,-0.00423923187391443,0.00251529646453122,-0.00109412324153687,-0.00132804072528343,0.00213391026584356,-0.00164295594350107,-0.00244282152415862,-0.000266010922314393,0.00118014881350759,-0.00143696719086135,0.000371155222697566,0.000664057491752972,0.00124627382914357,0.00267858386164549,-0.00089336080431584,0.00188994551426258,-0.00103377957683575,-0.00119287697315757,0.00108151265765615,-0.00136964744526494,0.00187477588000382,0.000484797196586728,-0.000492724281821874,-0.00183081142609624,-0.000787455190662447,0.00116250807031303,-0.000403262999612542,0.000835257195424934,0.00175093651333356,-0.000185136067788001
"Nerodia_sipedon",0.0106517522860712,0.00416578874375087,-0.00966749968455331,0.0116130480139783,0.0113832592611016,-0.00504888139513707,-0.00863254838069285,0.00130729790437165,0.00236985924409452,-0.00230011978635434,-0.00355994264451324,5.93879065234606e-05,0.00677008991690102,0.00381066988002382,0.00116620154417802,-0.000711218504393685,-0.00117048411894551,-0.000866159867359878,0.000587649679912204,0.00272040087423985,0.00183991090453759,0.000899656728708152,3.21147976226584e-05,0.00232766139450883,0.00149654299552672,0.00311479787877533,-0.00270300057582919,0.00145202796862075,0.00123584511820948,0.000294863290946757,-0.00212470609609696,0.000874217793244994,0.000178078668283659,1.21291606100957e-05,0.00155265775690125,0.00055834405468114,-0.000829161840672394,-0.000282027013091331,0.000340277329807037,0.00166946374266183,-0.000537093565442604,0.000271576306237758,-0.00137478708736242,-0.00146796970012487,0.000934953124712047,-0.000186024769255199,-0.00124026945842013,0.00108381695180461,0.00171172484230879,-0.000326647882468516
"Nerodia_taxispilota",0.00475357700885427,0.00591877335862861,-0.001793292466605,0.00560426788236926,0.00120374258639622,-0.00226620160487206,-0.00147834680470175,0.0128043066570334,0.00640542844615868,-0.00394634787651415,0.00540300616537691,-7.33667068214809e-05,-0.00123581012200164,0.00160123091269124,0.000484416610119178,0.00408543022592793,-0.00168169680274134,0.0036891152669263,0.00187158605128094,0.00521547351825139,0.0019218672709812,0.000192370507349375,-0.000571205877270508,0.00270984656075446,0.000230073711943583,-0.00411414055444531,-0.00318182587650986,4.19476510831457e-05,-0.00171102819818068,-0.00129852672502233,0.00029488255183644,0.000797501720386868,0.00147254568930361,0.000145007770580236,-0.000666154897106028,0.00138225357258701,-0.00151971984037469,-0.000231849045002803,0.00043445963566356,-0.00120935834994421,0.00141193965999157,0.000553258100773726,-0.000252383254305563,-0.00193158648876253,-0.000677643742105541,0.00117738663305308,-0.000423238593829127,0.000720482596510522,0.00147708467287744,-0.000260703555138532
"Regina_grahamii",-0.00161609232381647,-0.00574134408708561,0.00164619318405872,0.00118458339743337,-0.00487728799258656,0.00215472198461704,0.0039630466894225,-0.0037066207919578,0.0036564676908228,0.00297662388979997,-2.75327533185617e-05,-0.000391423557258459,-0.00115241739784664,0.000396416624638781,-0.000429917621204749,-0.00618084415078971,-0.00494178089684537,0.00155243614956987,0.000541203602897069,-0.00148838743263317,0.00250591829945875,-0.00345152279585444,0.00275529392199697,-1.50251418549131e-05,0.00294736191126749,-0.00292194857813104,-0.00144411250871434,0.000645493552637709,0.00295234302483204,0.00171368372116527,-0.00154978818763289,-0.00223614263310922,-0.00300332407624845,0.000505137857729112,-0.00104628315657461,0.000110902730016444,0.00075416375776248,0.000279384242331603,-0.00141832565404741,-0.000179454443161531,0.000370786232856798,0.00344419259146618,-0.00106329261729223,-0.00145101743016242,-0.000324550232980469,0.000127942566608251,-0.000356807929841176,-0.000168521158453948,0.00105358278782127,-1.79501307400986e-05
"Regina_septemvittata",-0.000267122436803851,-0.00564782972748956,0.00227280523318269,0.00210359280066802,-0.00246506022311922,0.0021521829561643,0.00495137453539472,-0.00319907521594218,0.00388537270985959,0.00302335275511426,-9.18155789672544e-05,0.00126130297831375,-0.000373500310193132,-0.000918892993356036,-0.00258657977300471,-0.00573630716196378,-0.00435858463117762,0.0016268100766606,-0.000859152480984426,-0.000966545384096032,0.00181465203699906,-0.00207399315973602,0.00172307229325683,0.00108936190650034,0.00410641054199955,-0.00120696105817001,-0.00194364825587439,0.00062128340969791,-0.000975675333596253,0.00259774394764437,-0.00052752934333198,-0.0015461184184365,-0.00233418761498782,-0.000570900136107904,0.00287270604731528,0.00054368934961066,0.00205370555303192,0.000402035279295947,0.00210375968851924,0.00054469920801964,0.00114113713499889,0.00316819733997345,-0.000684342517375538,-0.00050552684693013,-0.00143461546688447,0.000475017669251618,-9.76616874785398e-05,0.000168300406257758,0.000852916603024394,2.19828552010072e-05
"Seminatrix_pygaea",-0.0053634693867651,0.00373191994612892,-0.0041277051635803,0.00313470260483449,0.000612990451858016,-0.000726907944332258,-0.0020599941593826,-0.00209040133280894,0.000506890755370133,-0.00136138849510499,0.00278805678713232,-0.00221354585311952,-0.00386036937123341,-0.00191602638550867,0.0011545142909142,-0.000133355889416706,-0.00418545254490728,-0.00100726117378719,0.00236177431953229,0.00348019226314729,-0.00215768137515801,-0.00299651278430362,0.000486941450793817,-0.00379108707321847,0.000311564058533906,0.00101627067869082,-0.000396106041431378,0.00296773043125358,0.00062352446669031,0.0010515538723118,0.000716384557594755,-0.000771443983552205,0.00126785361135139,0.000558438915216833,-0.000402451092555524,-0.000352257033901147,0.00153334181644063,0.00115774588810461,-0.000173052353705722,-0.000966649682664724,-0.000851211700006127,-0.00121854146117759,-0.00108822647281402,0.000775026843764259,0.000858747515765758,0.000517762900449618,0.00163615043120613,0.00186390863117478,-0.00186417064095339,6.84366047767199e-06
"Storeria_dekayi",-0.0129451166125693,-0.00883206239859802,0.000772953518974936,0.00817757666982216,-0.0014300650446996,-0.00252636855306264,0.00266291544575811,-0.00997374783130685,0.00216226931214005,0.00454087699558304,0.00291123697677299,-0.00385704162894558,-0.000895446708915258,0.00177004896964756,0.000996349117797979,-0.000111095029995952,-0.0013009302388201,-0.000793123613831402,-0.000218050930332249,-1.52939258262632e-05,0.00113975485808329,-0.00171001877528513,-0.00061144365216422,-0.00170590614270343,-0.0030949224814738,0.00158488491701876,0.000623888017571491,-0.000349798575263379,0.00228366181858725,0.00133429765004798,-0.00120153326264586,-0.00160737249623093,0.000247655625321701,-0.00120737963220225,-0.00190252012323514,0.00204061606616191,0.000362278438304172,0.00115240484382005,0.000978380228133598,5.84933899157731e-05,0.00254573801958047,-0.0036556792665722,0.00122782709225364,0.00102253553531618,-0.000663964340067858,-0.000562311698974996,-0.000880040243015884,-0.000598799962946183,-0.000142329621877566,9.99814660915204e-06
"Storeria_occipitomaculata",-0.0107071913447841,0.0164955383533531,0.00122377852853129,0.00851738099451789,0.00257729975441346,-0.0006449491586055,0.0071599910437387,-0.0081472251698532,-0.00123747011654209,0.000496957527309187,0.00211936160020224,-0.00205485384425703,-0.00247749195816082,7.53907416247168e-05,0.000926213048538261,-0.00318678796461886,-0.00200410950031868,-0.000298451408959698,6.17466706516808e-05,3.39714640460379e-05,0.00181399447988573,-0.000795297916611887,0.00040459568243124,-0.00177498587432477,-0.00234418170435495,0.00156933398002359,0.00125671235974512,-0.000563590880563537,0.00236495223204551,0.000997173414764573,-0.00104631868497583,-0.000927201020260748,-0.000344965919406086,-0.00164260291231475,-0.00193343269587468,0.00202770928457934,0.000286030914284878,0.00140306103608861,0.000933963748472787,-1.68510475587049e-05,0.00237458004936115,-0.0037025798356572,0.00126209402394315,0.000955787287360777,-0.000654342931295453,-0.000636828402745057,-0.000819907821094958,-0.000635919906917102,-0.000134482230029624,1.73509702230325e-05
"Storeria_storerioides",-0.019157362178867,0.00936376176141967,-0.00147985116746193,0.000772920288587765,-0.00195463616455808,0.0029322301559026,-0.00234975706441885,-0.00189427246201198,0.00116376797409825,0.00396264705574029,-0.00108046914882563,-0.00105481262603428,-0.00282227908159409,-5.08820932649483e-06,0.00119227584681421,-0.00258527822074554,-0.00272962089919563,-0.00122466323031613,0.000131250094729152,-0.000540357156544897,0.00191107077283649,-0.000969529676020084,-0.000932374972806335,-0.0012936153234055,-0.00280370886963715,0.00139137192653306,0.000663074067295461,0.000160272030111919,0.00260659571804306,0.00202274120616682,-0.00145090873579757,-0.00142653244489598,-0.000154950984901963,-0.00135145954126031,-0.00181492717856827,0.00199649083156976,0.00042962038373707,0.00112784626276212,0.00104475429779503,-0.000119577845262644,0.00243828158455711,-0.0037624289724608,0.00138429588224446,0.00107650032681892,-0.000646100478764303,-0.000709727523655416,-0.000915088691251356,-0.000634034779600283,-0.000170845718883657,2.81090176206013e-05
"Storeria_victa",-0.00589788765017884,0.00297968520109117,-0.00364493433534841,-0.00549530004895284,0.00370265789485318,-0.00378250226041587,0.00327616729604677,-0.0092475960830274,0.00326707140465248,0.00636665963020606,0.00288329701502285,-0.004629653197722,-0.00173777765509521,0.00157505715716821,0.00074205316921486,-0.000902916924768964,-0.00133399414522726,-4.78718926784676e-05,0.000156084242934059,-6.03284897412094e-05,0.00070984081151055,-0.00255185444494494,-0.000396216451994114,-0.00155666748490893,-0.00323247040063836,0.0015220868112177,0.000750116350958398,-0.000378243876075491,0.00233943301236421,0.00106754743025512,-0.00128593113924433,-0.00174069065592651,0.000219714815375457,-0.00104045324228137,-0.00178273277960623,0.00190161602733415,0.000479891416761951,0.00102559212075278,0.00101120995755989,0.000164351783983441,0.0026267760492672,-0.00362463222809729,0.00120444234594655,0.00106562951240709,-0.000657434856279007,-0.000599551626918951,-0.000905359733678931,-0.000603906528592237,-0.00013172397197173,-7.11603352418944e-06
